"Ind","POP","FAM","LAT","LON","POPNAME","BLOCK","Treatment","Year","FVeg","FT","BT","FertT","FlwrVeg","Weight","PropDam","OH","StemTotal"
"E1-92",14,"14-16",44.29771,-78.300041,"ONPB","E1","Sprayed","2018",78,184,171,211,75,6.37704347826087,0.166666666666667,NA,6
"E1-93",13,"13-2",44.6076,-76.27898502,"ONCQ","E1","Sprayed","2018",117,184,171,211,109,19.9870434782609,0.333333333333333,NA,6
"E1-94",5,"5-34",41.42692,-75.63466896,"PASC","E1","Sprayed","2018",145.5,197,179,218,146,15.8870434782609,0,NA,7
"E1-95",1,"1-2",38.8235,-77.71118397,"VABR","E1","Sprayed","2018",133.5,230,211,232,133,2.45704347826087,0,NA,4
"E1-96",1,"1-17",38.8235,-77.71118397,"VABR","E1","Sprayed","2018",157.5,218,197,230,157.5,6.75704347826087,0,NA,3
"E1-97",4,"4-47",40.06813,-76.90717204,"PAGP","E1","Sprayed","2018",122,211,184,211,125,9.00704347826087,0,NA,4
"E1-98",15,"15-74",44.2915,-79.04909003,"ONBV","E1","Sprayed","2018",135,190,171,211,127,29.7570434782609,0.5,NA,4
"E1-99",2,"2-12",38.7966,-77.29988901,"VAFF","E1","Sprayed","2018",137,211,179,230,137,19.7670434782609,0,NA,6
"E10-1",5,"5-74",41.42692,-75.63466896,"PASC","E10","Sprayed","2018",161,200,185,212,161,25.2970434782609,0.166666666666667,NA,6
"E10-10",3,"3-24",40.23327,-77.280415,"PAOL","E10","Sprayed","2018",132,NA,212,NA,NA,0.207043478260871,0.166666666666667,NA,6
"E10-100",19,"19-59",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",125,179,172,212,63.5,12.0270434782609,0,NA,5
"E10-101",2,"2-46",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",131.5,192,179,212,114,19.7970434782609,0.333333333333333,NA,9
"E10-102",17,"17-48",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",82,185,172,212,78.5,30.7670434782609,0.111111111111111,NA,9
"E10-103",11,"11-63",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",94,185,179,212,95,67.8470434782609,0.111111111111111,NA,9
"E10-104",4,"4-46",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",83,200,185,212,86,8.76704347826087,0.25,NA,12
"E10-105",8,"8-63",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",147.5,185,172,212,131,46.4670434782609,0.333333333333333,NA,12
"E10-106",5,"5-34",41.42692,-75.63466896,"PASC","E10","Sprayed","2018",105.5,233,185,NA,105.5,NA,0.5,NA,2
"E10-107",13,"13-27",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",81.5,185,172,212,80,4.56704347826087,0.166666666666667,NA,6
"E10-108",11,"11-15",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",150.5,200,185,212,150.5,54.0670434782609,0.142857142857143,NA,7
"E10-109",14,"14-30",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",98,179,172,212,98,9.49704347826087,0,NA,6
"E10-11",16,"16-66",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",106,179,172,212,105.5,39.8170434782609,0,NA,9
"E10-110",17,"17-62",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",91,185,172,212,81,22.2270434782609,0.0909090909090909,NA,11
"E10-111",3,"3-75",40.23327,-77.280415,"PAOL","E10","Sprayed","2018",123.5,200,185,212,121,13.0170434782609,0.333333333333333,NA,6
"E10-112",16,"16-13",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",87,185,172,212,87,20.7570434782609,0,NA,11
"E10-113",14,"14-79",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",103,185,172,212,98.5,28.0270434782609,0.25,NA,8
"E10-114",5,"5-37",41.42692,-75.63466896,"PASC","E10","Sprayed","2018",85.5,185,172,212,85.5,4.20704347826087,0,NA,4
"E10-115",22,"22-32",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",79,179,172,212,78,20.0170434782609,0,NA,5
"E10-116",22,"22-15",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",110,185,172,212,110,20.2770434782609,0.2,NA,5
"E10-117",6,"6-19",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",110,185,179,212,110,4.91704347826087,0.333333333333333,NA,3
"E10-118",12,"12-3",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",100.5,185,172,212,103,21.5670434782609,0,NA,8
"E10-119",8,"8-12",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",114.5,192,179,212,116,11.8270434782609,0.5,NA,6
"E10-12",14,"14-11",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",108.5,192,185,212,110,2.56704347826087,0,NA,4
"E10-120",20,"20-30",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",101,212,185,212,100,0.157043478260871,0,NA,3
"E10-121",1,"1-2",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",115.5,212,185,212,114,6.22704347826087,0.142857142857143,NA,7
"E10-122",20,"20-41",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",146,226,185,NA,143,3.09704347826087,0.25,NA,4
"E10-123",3,"3-45",40.23327,-77.280415,"PAOL","E10","Sprayed","2018",124,200,185,212,121.5,29.8470434782609,0.222222222222222,NA,9
"E10-124",3,"3-34",40.23327,-77.280415,"PAOL","E10","Sprayed","2018",111,212,185,220,97,0.28704347826087,0.181818181818182,NA,11
"E10-125",8,"8-60",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",112,185,179,212,110,23.0770434782609,0,NA,10
"E10-126",10,"10-35",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",130.5,200,185,212,132.5,18.8170434782609,0.2,NA,5
"E10-127",13,"13-45",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",129.5,192,172,212,130.5,4.76704347826087,0,NA,4
"E10-128",19,"19-60",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",67.5,172,172,212,66,4.08704347826087,0,NA,6
"E10-129",6,"6-62",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",103.5,200,172,212,104,10.2370434782609,0.111111111111111,NA,9
"E10-13",6,"6-65",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",97,192,172,212,97,2.47704347826087,0.25,NA,4
"E10-130",17,"17-74",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",102,185,172,212,99,27.1670434782609,0.25,NA,8
"E10-131",9,"9-49",42.79109,-76.135327,"NYTY","E10","Sprayed","2018",108,192,179,212,102.5,4.23704347826087,0,NA,6
"E10-132",18,"18-19",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",130.5,192,172,212,131,24.3170434782609,0.2,NA,5
"E10-133",1,"1-25",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",129,192,179,212,128,33.1370434782609,0.25,NA,8
"E10-134",11,"11-41",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",96.5,185,172,212,97.5,10.3170434782609,0.166666666666667,NA,6
"E10-135",5,"5-28",41.42692,-75.63466896,"PASC","E10","Sprayed","2018",131,185,172,212,112,21.7670434782609,0.5,NA,4
"E10-136",14,"14-16",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",93.5,179,172,212,94.5,11.1170434782609,0.142857142857143,NA,7
"E10-137",13,"13-21",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",118,185,172,212,119.5,8.75704347826087,0.2,NA,5
"E10-138",10,"10-54",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",98,185,172,212,98,42.0870434782609,0,NA,12
"E10-139",10,"10-30",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",124,200,179,212,122.5,10.9370434782609,0.142857142857143,NA,7
"E10-14",11,"11-60",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",143,192,179,212,143,NA,NA,NA,NA
"E10-140",8,"8-55",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",110,179,172,212,107,14.0970434782609,0,NA,4
"E10-141",4,"4-26",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",96.5,192,179,212,99,7.55704347826087,0.375,NA,8
"E10-142",6,"6-5",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",110,200,172,212,103.5,8.46704347826087,0.285714285714286,NA,7
"E10-143",9,"9-33",42.79109,-76.135327,"NYTY","E10","Sprayed","2018",108,185,172,212,91.5,15.6370434782609,0.166666666666667,NA,6
"E10-144",11,"11-68",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",107,212,192,NA,98,0.757043478260872,0,NA,6
"E10-145",2,"2-35",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",108,185,172,212,107.5,17.6370434782609,0,NA,7
"E10-146",13,"13-2",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",108.5,185,172,212,107,18.5970434782609,0.2,NA,5
"E10-147",5,"5-33",41.42692,-75.63466896,"PASC","E10","Sprayed","2018",126,212,192,220,127,8.27704347826087,0.25,NA,8
"E10-148",18,"18-22",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",106.5,179,172,212,107,28.4670434782609,0.2,NA,5
"E10-149",9,"9-47",42.79109,-76.135327,"NYTY","E10","Sprayed","2018",89,192,172,212,88.5,3.47704347826087,0,NA,5
"E10-15",11,"11-26",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",127,192,185,212,125,1.84704347826087,0.333333333333333,NA,3
"E10-150",16,"16-52",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",81,179,172,212,76,20.4270434782609,0.0833333333333333,NA,12
"E10-151",15,"15-39",44.2915,-79.04909003,"ONBV","E10","Sprayed","2018",95,179,172,212,89,11.9870434782609,0,NA,5
"E10-152",18,"18-71",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",115,192,179,212,115.5,3.41704347826087,0.166666666666667,NA,6
"E10-153",4,"4-14",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",115.5,192,179,212,116,13.9570434782609,0.25,NA,8
"E10-154",22,"22-48",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",89.5,192,172,212,90,6.62704347826087,0.1,NA,10
"E10-155",8,"8-59",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",87,185,172,212,87,5.81704347826087,0.111111111111111,NA,9
"E10-156",12,"12-60",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",110,185,172,212,111,8.57704347826087,0,NA,7
"E10-157",3,"3-46",40.23327,-77.280415,"PAOL","E10","Sprayed","2018",103,200,185,212,105,6.59704347826087,0,NA,6
"E10-158",15,"15-72",44.2915,-79.04909003,"ONBV","E10","Sprayed","2018",73.5,179,172,212,73,24.8270434782609,0.125,NA,8
"E10-159",19,"19-31",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",63,179,172,212,62,6.44704347826087,0,NA,8
"E10-16",6,"6-21",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",138,192,185,212,138,8.50704347826087,0.5,NA,6
"E10-160",17,"17-76",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",130.5,185,172,212,127,17.7170434782609,0.5,NA,4
"E10-161",1,"1-17",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",104,192,179,212,104.5,5.70704347826087,0,NA,5
"E10-162",14,"14-17",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",113,185,172,212,114,21.3570434782609,0.142857142857143,NA,7
"E10-163",20,"20-73",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",89.5,192,172,212,89,6.73704347826087,0.125,NA,8
"E10-164",12,"12-29",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",104.5,185,172,212,102,9.15704347826087,0,NA,8
"E10-165",19,"19-38",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",87.5,185,172,212,87,7.31704347826087,0,NA,5
"E10-166",12,"12-6",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",123.5,192,179,212,125,21.6970434782609,0.142857142857143,NA,7
"E10-167",20,"20-7",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",98,185,172,212,99,12.9470434782609,0,NA,4
"E10-168",19,"19-53",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",65.5,185,172,212,64,2.65704347826087,0,NA,4
"E10-169",18,"18-76",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",96,192,172,212,95.5,7.13704347826087,0.5,NA,4
"E10-17",13,"13-60",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",113.5,192,179,212,116,2.83704347826087,0,NA,5
"E10-170",19,"19-6",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",62,172,172,212,61.5,20.9370434782609,0.1,NA,10
"E10-171",18,"18-61",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",54.5,172,172,212,55,4.25704347826087,0,NA,4
"E10-172",19,"19-70",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",77.5,185,172,212,80,8.26704347826087,0,NA,7
"E10-173",10,"10-62",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",98,179,172,212,96,35.2470434782609,0.125,NA,8
"E10-174",16,"16-59",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",98,192,179,212,97,3.13704347826087,0,NA,7
"E10-175",8,"8-13",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",113.5,200,185,212,112,5.59704347826087,0.444444444444444,NA,9
"E10-176",14,"14-21",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",83.5,185,172,212,83,9.28704347826087,0.142857142857143,NA,7
"E10-177",12,"12-51",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",98,185,172,212,95,10.1470434782609,0.25,NA,8
"E10-178",1,"1-26",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",123,220,185,NA,121,5.93704347826087,0,NA,7
"E10-179",2,"2-74",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",108,212,185,212,111,0.87704347826087,0.25,NA,4
"E10-18",18,"18-50",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",90,179,172,212,89,16.3870434782609,0.142857142857143,NA,7
"E10-180",22,"22-64",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",81,179,172,212,61.5,20.4170434782609,0,NA,9
"E10-181",11,"11-30",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",117,192,179,212,119,8.64704347826087,0.333333333333333,NA,6
"E10-182",19,"19-69",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",74.5,172,172,212,79,5.96704347826087,0.2,NA,5
"E10-183",13,"13-61",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",106,185,172,212,102.5,19.8370434782609,0.285714285714286,NA,7
"E10-184",13,"13-37",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",72,179,172,212,73,5.54704347826087,0,NA,5
"E10-185",12,"12-47",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",87.5,179,172,212,87.5,17.1870434782609,0,NA,8
"E10-186",6,"6-41",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",96.5,185,172,212,93.5,9.08704347826087,0,NA,2
"E10-187",11,"11-37",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",103,185,172,212,102,9.51704347826087,0,NA,6
"E10-188",9,"9-35",42.79109,-76.135327,"NYTY","E10","Sprayed","2018",82.5,192,172,212,81.5,5.96704347826087,0.125,NA,8
"E10-189",4,"4-65",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",91,192,179,212,90.5,14.8770434782609,0.2,NA,5
"E10-19",10,"10-2",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",130,200,185,212,130,2.07704347826087,0.166666666666667,NA,6
"E10-190",12,"12-75",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",89.5,179,172,212,90,12.9770434782609,0,NA,5
"E10-191",22,"22-6",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",77.5,192,172,212,78,3.24704347826087,0,NA,3
"E10-192",10,"10-29",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",91.5,200,179,212,91.5,6.03704347826087,0,NA,5
"E10-193",11,"11-66",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",128,200,185,212,127.5,6.54704347826087,0.25,NA,4
"E10-194",4,"4-47",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",113,200,185,212,115,7.41704347826087,0.285714285714286,NA,7
"E10-195",14,"14-70",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",103.5,185,172,212,102.5,9.24704347826087,0,NA,5
"E10-196",12,"12-52",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",84.5,185,172,212,86,5.24704347826087,0,NA,3
"E10-197",2,"2-77",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",110.5,200,179,212,109,9.03704347826087,0.2,NA,5
"E10-198",13,"13-53",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",108,179,172,212,109,32.2770434782609,0,NA,5
"E10-199",20,"20-50",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",98,185,172,212,87,7.01704347826087,0.25,NA,4
"E10-20",3,"3-76",40.23327,-77.280415,"PAOL","E10","Sprayed","2018",110.5,212,185,212,97,1.77704347826087,0,NA,3
"E10-200",19,"19-40",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",74,192,179,212,74.5,0.777043478260872,0,NA,2
"E10-201",10,"10-8",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",139,200,185,212,137.5,61.1770434782609,0.125,NA,8
"E10-21",9,"9-27",42.79109,-76.135327,"NYTY","E10","Sprayed","2018",119,172,172,212,121.5,48.7570434782609,0,NA,11
"E10-22",1,"1-12",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",120,212,185,220,122,1.44704347826087,0.166666666666667,NA,6
"E10-23",22,"22-46",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",117,185,172,212,117,8.10704347826087,0,NA,2
"E10-24",17,"17-30",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",124,192,172,212,123,7.62704347826087,0,NA,3
"E10-25",2,"2-31",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",137.5,212,185,226,128,0.967043478260869,0.4,NA,5
"E10-26",8,"8-43",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",109,185,172,212,110,7.39704347826087,0,NA,7
"E10-27",11,"11-58",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",101,192,185,212,101,6.29704347826087,0.2,NA,5
"E10-28",20,"20-43",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",92,192,179,212,93,5.81704347826087,0,NA,4
"E10-29",15,"15-56",44.2915,-79.04909003,"ONBV","E10","Sprayed","2018",105,185,172,212,105,13.3270434782609,0.333333333333333,NA,6
"E10-3",3,"3-53",40.23327,-77.280415,"PAOL","E10","Sprayed","2018",118.5,192,185,212,119.5,61.5870434782609,0,NA,11
"E10-30",16,"16-9",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",101.5,192,172,212,102,7.83704347826087,0,NA,6
"E10-31",14,"14-9",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",112,185,172,212,113.5,24.3670434782609,0,NA,4
"E10-32",15,"15-29",44.2915,-79.04909003,"ONBV","E10","Sprayed","2018",76,192,185,212,76,0.0870434782608704,0.333333333333333,NA,3
"E10-33",8,"8-32",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",104,192,172,212,103.5,8.16704347826087,0.333333333333333,NA,6
"E10-34",1,"1-20",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",105,212,185,212,105,3.53704347826087,0,NA,6
"E10-35",10,"10-72",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",98.5,192,179,212,99,6.88704347826087,0,NA,8
"E10-36",15,"15-13",44.2915,-79.04909003,"ONBV","E10","Sprayed","2018",102.5,179,172,212,107.5,24.0970434782609,0,NA,11
"E10-37",12,"12-22",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",90,185,172,212,91,3.91704347826087,0,NA,6
"E10-38",16,"16-5",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",90.5,185,172,212,88,17.4970434782609,0.142857142857143,NA,7
"E10-39",14,"14-72",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",130,185,172,212,132,13.0270434782609,0,NA,6
"E10-4",15,"15-7",44.2915,-79.04909003,"ONBV","E10","Sprayed","2018",114,185,172,212,110,6.01704347826087,0.2,NA,5
"E10-40",6,"6-20",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",89,192,172,212,86,4.27704347826087,0,NA,3
"E10-41",11,"11-9",43.28958,-76.128568,"NYWM","E10","Sprayed","2018",119.5,185,172,212,119,27.2670434782609,0,NA,4
"E10-42",15,"15-42",44.2915,-79.04909003,"ONBV","E10","Sprayed","2018",100.5,185,172,212,100,3.81704347826087,0,NA,6
"E10-43",17,"17-70",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",105.5,185,172,212,105,30.4170434782609,0,NA,7
"E10-44",18,"18-77",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",111,192,179,212,111.5,9.19704347826087,0.142857142857143,NA,7
"E10-45",17,"17-21",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",128.5,212,185,NA,113.5,NA,0.5,NA,4
"E10-46",8,"8-58",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",82.5,179,172,212,78.5,20.2570434782609,0,NA,14
"E10-47",5,"5-50",41.42692,-75.63466896,"PASC","E10","Sprayed","2018",109.5,185,172,212,107,5.05704347826087,0.333333333333333,NA,6
"E10-48",10,"10-37",43.69717,-76.19529499,"NYLV","E10","Sprayed","2018",134,200,185,212,134,14.2970434782609,0.142857142857143,NA,7
"E10-49",1,"1-64",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",104,179,172,212,101,5.24704347826087,0,NA,3
"E10-5",22,"22-11",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",84.5,185,172,212,82.5,0.777043478260872,0,NA,3
"E10-50",14,"14-20",44.29771,-78.300041,"ONPB","E10","Sprayed","2018",104.5,179,172,212,102,13.9770434782609,0.2,NA,5
"E10-51",22,"22-45",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",129,192,172,212,132,40.1970434782609,0.125,NA,8
"E10-52",22,"22-57",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",103.5,185,172,212,102.5,7.38704347826087,0.166666666666667,NA,6
"E10-53",12,"12-69",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",102.5,179,172,212,104,21.9570434782609,0.1,NA,10
"E10-54",13,"13-26",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",79.5,179,172,212,79.5,11.4270434782609,0.142857142857143,NA,7
"E10-55",20,"20-23",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",96.5,179,172,212,95.5,11.6470434782609,0,NA,5
"E10-56",4,"4-73",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",121.5,185,172,212,120.5,31.1370434782609,0.5,NA,14
"E10-57",2,"2-19",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",105,192,172,212,100.5,1.77704347826087,0,NA,4
"E10-58",1,"1-71",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",145,200,185,212,148,4.48704347826087,0.2,NA,5
"E10-59",2,"2-7",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",159.5,212,185,NA,140,2.36704347826087,0,NA,6
"E10-6",18,"18-2",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",108,185,172,212,107,30.2570434782609,0.2,NA,10
"E10-60",16,"16-70",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",82,179,172,212,80,9.67704347826087,0,NA,8
"E10-61",20,"20-47",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",109.5,185,172,212,106,13.0970434782609,0.5,NA,4
"E10-62",17,"17-13",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",141.5,192,172,212,129,3.32704347826087,0.5,NA,4
"E10-63",4,"4-64",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",105,185,172,212,105,47.8270434782609,0,NA,8
"E10-64",1,"1-59",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",120,212,185,220,120,5.42704347826087,0.166666666666667,NA,6
"E10-65",22,"22-60",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",108,185,172,212,92,17.9170434782609,0,NA,10
"E10-66",19,"19-75",47.73136,-80.32791398,"ONEL","E10","Sprayed","2018",62,179,172,212,57.5,9.22704347826087,0.1,NA,10
"E10-67",6,"6-36",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",97,185,172,212,95.5,4.89704347826087,0.5,NA,6
"E10-68",12,"12-68",44.54749,-76.12868903,"ONLY","E10","Sprayed","2018",126,192,179,212,119,14.2370434782609,0.0769230769230769,NA,13
"E10-69",18,"18-80",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",92,185,172,212,85,3.72704347826087,0,NA,4
"E10-7",20,"20-5",48.10384,-80.19977597,"ONKE","E10","Sprayed","2018",93,185,172,212,93,5.26704347826087,0,NA,6
"E10-70",6,"6-56",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",102.5,192,179,212,102,15.3570434782609,0,NA,7
"E10-71",22,"22-73",46.75552,-79.04650404,"QCTM","E10","Sprayed","2018",114.5,185,172,212,110,52.1770434782609,0,NA,10
"E10-72",17,"17-59",45.02376,-79.31190301,"ONBB","E10","Sprayed","2018",109.5,185,172,212,103,15.9370434782609,0,NA,10
"E10-73",8,"8-36",41.97527,-75.19598002,"NYEB","E10","Sprayed","2018",110.5,192,172,212,110.5,16.6770434782609,0.2,NA,10
"E10-74",2,"2-21",38.7966,-77.29988901,"VAFF","E10","Sprayed","2018",117,200,179,212,115.5,4.53704347826087,0.25,NA,8
"E10-75",13,"13-78",44.6076,-76.27898502,"ONCQ","E10","Sprayed","2018",84.5,185,172,212,84,7.15704347826087,0.0909090909090909,NA,11
"E10-76",1,"1-7",38.8235,-77.71118397,"VABR","E10","Sprayed","2018",118.5,192,179,212,119.5,7.11704347826087,0,NA,8
"E10-77",5,"5-12",41.42692,-75.63466896,"PASC","E10","Sprayed","2018",107.5,185,172,212,104,9.25704347826087,0,NA,8
"E10-78",6,"6-44",41.57154,-74.48428896,"NYWU","E10","Sprayed","2018",96.5,185,172,212,96.5,32.1770434782609,0,NA,14
"E10-79",16,"16-38",44.75284,-79.33799797,"ONWA","E10","Sprayed","2018",98,185,172,212,98,15.2970434782609,0.1,NA,10
"E10-8",4,"4-80",40.06813,-76.90717204,"PAGP","E10","Sprayed","2018",92.5,212,192,212,91,NA,0,NA,4
"E10-80",18,"18-69",45.76868,-79.39777502,"ONSU","E10","Sprayed","2018",107,200,185,212,105,4.06704347826087,0,NA,5
